id,Date,number of bedrooms,number of bathrooms,living area,lot area,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Total Rooms,House Age,Living Area Ratio,number of floors_1.5,number of floors_2.0,number of floors_2.5,number of floors_3.0,number of floors_3.5
6762820783,48,3,1.75,1610,11200,0,0,3,7,1610,0,1955,0,122010,52.8941,-114.366,1610,11200,2,56,13.017005083966255,4.75,70,0.14375,False,False,False,False,False
6762820784,48,4,2.5,2400,7693,0,0,3,8,2400,0,2003,0,122015,52.7181,-114.332,2400,8038,3,73,13.017005083966255,6.5,22,0.3119719225269726,False,True,False,False,False
6762821224,48,3,1.75,1170,8740,0,0,4,7,1170,0,1968,0,122005,52.9149,-114.307,1870,8448,1,65,12.994532278619134,4.75,57,0.13386727688787187,False,False,False,False,False
6762821407,48,2,1.75,1440,4225,0,0,3,8,1440,0,2005,0,122045,52.9443,-114.222,1680,6200,3,54,12.987690762404629,3.75,20,0.3408284023668639,False,False,False,False,False
6762821425,48,2,1.0,790,6600,0,0,3,6,790,0,1949,0,122044,52.8449,-114.483,1520,4400,1,76,12.985399815906522,3.0,76,0.11969696969696969,False,False,False,False,False
6762821461,48,3,1.75,1310,8065,0,0,4,6,1310,0,1948,0,122007,52.931,-114.558,1420,8100,1,74,12.983103608918753,4.75,77,0.1624302541847489,False,False,False,False,False
6762821731,48,4,2.5,2640,8625,0,0,3,8,2640,0,1987,0,122046,52.6898,-114.34,2240,8700,1,74,12.971310228604022,6.5,38,0.3060869565217391,False,True,False,False,False
6762822462,48,6,2.75,2520,9324,0,0,4,7,1320,1200,1962,0,122014,52.9936,-114.484,1820,11000,3,53,12.923914877701906,8.75,63,0.2702702702702703,False,False,False,False,False
6762822635,48,2,1.0,1260,4377,0,0,4,7,1260,0,1947,0,122028,52.9288,-114.544,1420,6376,3,77,12.91164481522143,3.0,78,0.2878684030157642,False,False,False,False,False
6762822774,48,4,1.0,1940,5753,0,0,3,7,1940,0,1947,0,122050,52.9488,-114.548,2170,6075,2,61,12.901719200051183,5.0,78,0.3372153658960542,True,False,False,False,False
6762822979,48,4,2.25,1820,8255,0,0,4,7,1320,500,1930,0,122038,52.953,-114.527,1550,7628,1,77,12.89894228757987,6.25,95,0.2204724409448819,True,False,False,False,False
6762823107,48,4,1.0,1980,10350,0,0,4,7,1430,550,1968,0,122012,52.7526,-114.235,1890,13140,3,55,12.886643575525625,5.0,57,0.19130434782608696,False,False,False,False,False
6762823254,48,3,2.25,1600,10240,0,0,3,7,1090,510,1979,0,122033,52.9581,-114.422,1520,9394,3,53,12.873904582205107,5.25,46,0.15625,False,False,False,False,False
6762823473,48,3,1.75,2310,11200,0,0,4,8,1630,680,1978,0,122065,52.5937,-114.4,2350,13300,1,63,12.861001210669146,4.75,47,0.20625,False,False,False,False,False
6762823635,48,4,2.25,2150,20181,0,0,3,7,1090,1060,1963,0,122058,52.9927,-114.435,2150,10480,1,70,12.847929163278053,6.25,62,0.10653585055249988,False,False,False,False,False
6762823770,48,3,2.5,2160,3000,0,0,3,7,1260,900,1909,2011,122051,52.7944,-114.479,1060,3500,2,78,12.844634276066257,5.5,116,0.72,True,False,False,False,False
6762824363,48,3,2.5,1800,2700,0,0,3,8,1800,0,2011,0,122064,52.7758,-114.559,1380,1200,3,68,12.80078251189375,5.5,14,0.6666666666666666,False,True,False,False,False
6762824413,48,4,2.5,2850,4650,0,0,3,8,2850,0,2004,0,122024,52.5852,-114.216,2850,4650,1,74,12.793862088206213,6.5,21,0.6129032258064516,False,True,False,False,False
6762824799,48,3,2.0,1430,6000,0,0,5,7,1430,0,1945,0,122014,52.9864,-114.506,1630,6315,2,77,12.77266688447988,5.0,80,0.23833333333333334,False,False,False,False,False
6762824850,48,2,1.0,1620,9205,0,0,5,6,850,770,1921,0,122033,52.9419,-114.42,2460,5469,1,50,12.765691290604371,3.0,104,0.17599130907115698,False,False,False,False,False
6762825113,48,3,2.0,2140,7200,0,0,4,8,1480,660,1966,0,122053,52.7384,-114.375,2070,7220,2,61,12.754630375022987,5.0,59,0.2972222222222222,False,False,False,False,False
6762825318,48,3,2.5,2480,6112,0,0,3,7,2480,0,2004,0,122046,52.6687,-114.304,3220,6727,2,76,12.73670383776449,5.5,21,0.40575916230366493,False,True,False,False,False
6762825564,48,4,2.0,2030,103672,0,0,4,7,2030,0,1969,0,122068,52.3947,-114.163,1560,325393,1,57,12.721888795877375,6.0,56,0.019580986187205805,False,False,False,False,False
6762825763,48,3,2.5,2238,7209,0,0,3,8,2238,0,2011,0,122018,52.5266,-114.543,2456,7212,2,57,12.706850963741102,5.5,14,0.31044527673741157,False,True,False,False,False
6762826254,48,4,2.5,3490,5000,0,0,3,8,3490,0,2003,0,122035,52.6072,-114.317,2910,5025,1,58,12.676079399771027,6.5,22,0.698,False,True,False,False,False
6762826352,48,2,1.0,920,8341,0,0,3,7,920,0,1939,0,122052,52.7315,-114.57,2330,9792,2,78,12.675923138051079,3.0,86,0.11029852535667187,False,False,False,False,False
6762826657,48,3,1.75,1900,3000,0,0,5,7,1070,830,1903,0,122051,52.7555,-114.455,1130,6000,1,65,12.647551406590285,4.75,122,0.6333333333333333,True,False,False,False,False
6762826688,48,4,1.5,1220,9600,0,0,3,6,1220,0,1980,0,122041,52.8762,-114.099,1180,9000,2,74,12.644330802262578,5.5,45,0.12708333333333333,False,False,False,False,False
6762827696,48,3,2.0,1300,11374,0,0,5,7,1300,0,1933,0,122056,52.7139,-114.492,1480,9670,1,78,12.567240979056246,5.0,92,0.11429576226481448,True,False,False,False,False
6762827764,48,3,1.0,1210,4731,0,0,3,7,1210,0,1901,0,122007,52.9165,-114.587,1450,5264,1,74,12.560247968016562,4.0,124,0.2557598816317903,True,False,False,False,False
6762827931,48,3,2.0,1790,42399,0,0,4,7,1790,0,1990,0,122023,52.5443,-114.324,1330,40015,3,60,12.54254845357358,5.0,35,0.042217976839076396,False,False,False,False,False
6762828174,48,3,1.75,1860,15681,0,0,4,7,1860,0,1971,0,122018,52.5491,-114.529,1860,22979,1,56,12.524530013005734,4.75,54,0.11861488425483069,False,False,False,False,False
6762828486,48,4,1.75,1530,8750,0,0,4,7,1530,0,1968,0,122046,52.6856,-114.347,1390,8750,2,50,12.505810504075185,5.75,57,0.17485714285714285,True,False,False,False,False
6762828615,48,3,1.75,1840,7300,0,0,3,8,1840,0,1966,0,122018,52.5422,-114.559,1920,8010,1,63,12.487488878546145,4.75,59,0.25205479452054796,False,False,False,False,False
6762829350,48,3,1.0,1050,8498,0,0,4,7,1050,0,1959,0,122067,52.6343,-114.392,1050,8498,1,59,12.425212191503038,4.0,66,0.12355848434925865,False,False,False,False,False
6762829385,48,4,2.0,2080,13510,0,0,3,7,1040,1040,1950,0,122063,52.7218,-114.448,2010,11625,1,56,12.421188057397055,6.0,75,0.153960029607698,False,False,False,False,False
6762829626,48,4,2.0,1790,14690,0,1,4,7,1670,120,1960,0,122043,52.6265,-114.511,2440,10664,1,78,12.388398368982115,6.0,65,0.12185159972770593,False,False,False,False,False
6762829913,48,3,1.75,1750,11461,0,0,4,7,1750,0,1976,0,122072,52.5473,-114.4,2140,11276,1,67,12.357092715823393,4.75,49,0.1526917371957072,False,True,False,False,False
6762829914,48,3,1.0,1320,8450,0,0,3,6,880,440,1961,0,122018,52.5578,-114.527,1320,8450,2,65,12.356649805075568,4.0,64,0.15621301775147928,False,False,False,False,False
6762830252,48,3,2.25,1640,7350,0,0,3,7,1140,500,1984,0,122040,52.4925,-114.49,1480,8041,1,55,12.30592250537653,5.25,41,0.22312925170068026,False,False,False,False,False
6762830544,48,3,2.0,1440,7210,0,0,3,8,1440,0,1983,0,122023,52.5428,-114.374,1700,7245,2,56,12.25486757159303,5.0,42,0.19972260748959778,False,False,False,False,False
6762830786,48,3,1.5,1140,8340,0,0,3,7,1140,0,1960,0,122056,52.7073,-114.47,1140,8340,2,55,12.206077645517674,4.5,65,0.1366906474820144,False,False,False,False,False
6762830886,48,3,1.0,1330,5412,0,0,5,7,1330,0,1905,0,122068,52.4353,-114.183,1710,10825,3,50,12.193498926601634,4.0,120,0.24575018477457503,False,True,False,False,False
6762831049,48,3,2.0,1340,4320,0,0,3,5,920,420,1912,1993,122072,52.529,-114.418,980,6480,1,59,12.133507329024972,5.0,113,0.3101851851851852,False,False,False,False,False
6762831172,48,3,1.75,1150,8079,0,0,4,7,1150,0,1983,0,122065,52.6066,-114.37,1540,7399,3,74,12.083910661257521,4.75,42,0.1423443495482114,False,False,False,False,False
6762831550,48,2,1.0,990,39964,0,0,2,4,990,0,1945,0,122035,52.5877,-114.275,1560,8990,2,70,11.695255355062795,3.0,80,0.024772295065559002,False,False,False,False,False
6762810138,49,6,4.5,5480,10800,0,3,4,9,4430,1050,1999,0,122003,52.8607,-114.557,2970,7200,3,77,14.690979711984754,10.5,26,0.5074074074074074,False,True,False,False,False
6762810207,49,3,2.25,3230,17833,0,0,4,9,3230,0,1973,0,122027,52.7983,-114.378,3690,17162,3,76,14.562198979385785,5.25,52,0.1811248808388942,False,True,False,False,False
6762810241,49,7,3.5,4640,15235,0,1,3,11,2860,1780,1965,2003,122057,52.7966,-114.421,3230,20697,2,66,14.48334044336031,10.5,60,0.3045618641286511,False,True,False,False,False
6762810582,49,5,3.25,3840,4800,0,3,3,10,2750,1090,2008,0,122054,52.8229,-114.48,2060,4800,3,70,14.19394767861579,8.25,17,0.8,False,False,False,True,False
6762810751,49,4,2.25,2870,6280,0,0,4,9,1980,890,1905,0,122047,52.8629,-114.5,2370,4760,1,75,14.100690252077353,6.25,120,0.4570063694267516,True,False,False,False,False
6762810769,49,4,3.5,4410,36200,0,0,3,11,4410,0,1989,0,122027,52.7787,-114.316,4760,35860,2,75,14.093143052138025,7.5,36,0.1218232044198895,False,True,False,False,False
6762810799,49,5,4.0,3366,7800,0,2,3,8,2966,400,1937,0,122032,52.8766,-114.581,2340,6000,1,54,14.077875591662238,9.0,88,0.43153846153846154,False,False,True,False,False
6762810926,49,7,5.5,6630,13782,0,0,3,10,4930,1700,2004,0,122027,52.7699,-114.308,4470,8639,2,64,14.030622744032508,12.5,21,0.4810622551153679,False,True,False,False,False
6762810945,49,5,3.25,3240,6551,0,4,4,9,2500,740,1939,0,122006,52.9092,-114.463,2740,9300,3,63,14.0225255403564,8.25,86,0.49458098000305295,True,False,False,False,False
6762811143,49,6,4.25,6900,244716,0,0,4,9,4820,2080,2002,0,122037,52.9806,-114.202,4170,266587,1,58,13.946539697563276,10.25,23,0.028195949590545777,False,True,False,False,False
6762811269,49,3,3.0,4910,43560,0,0,4,10,4000,910,1989,0,122030,52.8211,-114.321,3540,12288,1,75,13.8924725250259,6.0,36,0.11271808999081727,False,True,False,False,False
6762811536,49,4,4.5,3850,13551,0,2,3,10,3000,850,1998,0,122027,52.7822,-114.293,3480,10737,2,79,13.81049902116535,8.5,27,0.2841118736624603,False,True,False,False,False
6762811614,49,3,1.5,1700,14133,0,1,4,8,1700,0,1954,0,122048,52.8466,-114.41,2630,17376,1,68,13.794287942962585,4.5,71,0.12028585579848582,False,False,False,False,False
6762811651,49,3,2.75,2470,10125,0,0,3,8,2470,0,1960,2012,122057,52.7951,-114.413,2290,10125,3,75,13.785567711987374,5.75,65,0.24395061728395062,False,True,False,False,False
6762811751,49,4,2.5,3360,11548,0,0,3,9,3360,0,1988,0,122010,52.8834,-114.372,3400,14091,2,70,13.76421831620775,6.5,37,0.2909594735019051,False,True,False,False,False
6762811752,49,3,3.25,3050,18892,1,4,4,8,1650,1400,1962,0,122043,52.6181,-114.516,1170,70973,1,71,13.76421831620775,6.25,63,0.161443997459242,False,False,False,False,False
6762811897,49,4,2.0,3140,10437,0,0,4,8,2040,1100,1959,0,122057,52.8086,-114.419,2010,10437,1,56,13.73755009757506,6.0,66,0.3008527354603813,False,False,False,False,False
6762811898,49,4,2.75,3730,8014,0,0,3,10,3730,0,2012,0,122019,52.8336,-114.249,3670,8279,3,54,13.73755009757506,6.75,13,0.46543548789618167,False,True,False,False,False
6762811973,49,3,3.25,2660,4000,0,0,3,9,2170,490,2003,0,122044,52.8486,-114.478,2660,4000,3,53,13.726680437153236,6.25,22,0.665,False,True,False,False,False
6762812031,49,4,3.5,2970,14486,0,0,3,9,2340,630,1997,0,122057,52.7927,-114.405,3680,14486,2,63,13.715691327653829,7.5,28,0.2050255419025266,False,True,False,False,False
6762812186,49,3,2.25,2060,9552,0,0,4,9,1610,450,1975,0,122057,52.7702,-114.421,2930,11212,1,70,13.69334405393293,5.25,50,0.21566164154103853,False,False,False,False,False
6762812320,49,4,3.0,3740,30884,0,0,3,9,3060,680,1988,0,122021,52.9805,-114.307,3240,37031,2,73,13.675099554994853,7.0,37,0.12109830332858439,False,True,False,False,False
6762812461,49,3,2.25,2870,8170,0,0,3,10,2250,620,1995,0,122016,52.7663,-114.575,1310,8170,1,56,13.652992804936396,5.25,30,0.35128518971848227,False,True,False,False,False
6762812668,49,5,2.25,2780,10192,0,0,4,9,2780,0,1978,0,122030,52.8434,-114.342,2740,9900,3,72,13.629182184591333,7.25,47,0.2727629513343799,False,True,False,False,False
6762812851,49,3,3.25,3240,8338,0,0,3,9,3240,0,2001,0,122019,52.8621,-114.254,3420,8405,1,76,13.60725685067015,6.25,24,0.3885823938594387,False,True,False,False,False
6762812970,49,4,2.75,3150,7035,0,0,3,9,3150,0,2004,0,122020,52.8279,-114.164,3200,7035,1,58,13.592368256649284,6.75,21,0.44776119402985076,False,True,False,False,False
6762813108,49,4,1.75,2050,10920,0,3,3,8,1450,600,1974,0,122014,52.9731,-114.476,2440,10920,3,76,13.579789490265188,5.75,51,0.18772893772893773,False,False,False,False,False
6762813214,49,3,2.25,2140,3000,0,0,3,9,2140,0,1905,2006,122028,52.9067,-114.541,1430,4712,1,50,13.567050480716235,5.25,120,0.7133333333333334,False,True,False,False,False
6762813280,49,4,2.5,2970,4400,0,0,3,8,2970,0,2014,0,122005,52.935,-114.304,3010,4892,2,54,13.561844652841772,6.5,11,0.675,False,True,False,False,False
6762813568,49,2,2.5,2770,7781,0,0,3,8,2770,0,2006,0,122045,52.9372,-114.207,1870,5984,2,66,13.53420941732992,4.5,19,0.3559953733453284,False,True,False,False,False
6762813985,49,4,3.25,3940,27591,0,3,3,9,3440,500,2000,0,122015,52.7457,-114.306,3420,29170,1,77,13.493928313146206,7.25,25,0.1428001884672538,False,True,False,False,False
6762813986,49,6,1.75,2380,4080,0,0,3,8,2380,0,1917,0,122004,52.8929,-114.515,2030,4080,2,54,13.493928313146206,7.75,108,0.5833333333333334,False,True,False,False,False
6762813987,49,3,3.5,3690,8837,0,0,3,10,3690,0,2001,0,122008,52.7702,-114.066,3690,9585,3,58,13.493928313146206,6.5,24,0.4175625212176078,False,True,False,False,False
6762814155,49,4,2.5,3290,6628,0,0,3,9,3290,0,2003,0,122020,52.8294,-114.165,3240,5831,1,65,13.480039220276565,6.5,22,0.4963789981894991,False,True,False,False,False
6762814688,49,5,2.75,3260,11700,0,0,3,8,1630,1630,1964,0,122029,52.8469,-114.294,2860,11700,1,63,13.432052997469079,7.75,61,0.27863247863247864,False,False,False,False,False
6762814965,49,4,2.25,2870,5453,0,1,4,8,2220,650,1926,0,122052,52.7429,-114.578,1660,4800,2,55,13.408896289824572,6.25,99,0.5263157894736842,False,True,False,False,False
6762815056,49,4,3.25,3030,9273,0,0,5,8,3030,0,1988,0,122011,52.8047,-114.204,2360,7632,2,57,13.399996629152975,7.25,37,0.32675509543836945,False,True,False,False,False
6762815182,49,3,3.25,1530,1565,0,0,3,8,1280,250,2005,0,122044,52.8479,-114.502,1530,1381,1,80,13.390864159490155,6.25,20,0.9776357827476039,False,True,False,False,False
6762815240,49,4,2.5,3040,6587,0,0,3,7,3040,0,2003,0,122045,52.913,-114.229,2740,6587,1,79,13.384729180332174,6.5,22,0.46151510551085473,False,True,False,False,False
6762815471,49,2,1.75,1760,4400,0,0,4,7,880,880,1930,0,122028,52.88,-114.53,1330,4180,3,51,13.369225017834633,3.75,95,0.4,False,False,False,False,False
6762815634,49,4,2.5,2090,10306,0,0,3,10,2090,0,1986,0,122019,52.8604,-114.241,2660,11481,1,53,13.35743708061023,6.5,39,0.20279448864738986,False,True,False,False,False
6762815759,49,3,2.5,2440,4800,0,0,3,10,2440,0,2014,0,122034,52.7895,-114.555,1180,5480,2,76,13.345508528717259,5.5,11,0.5083333333333333,False,True,False,False,False
6762815853,49,3,2.5,1850,7777,0,0,5,8,1850,0,1989,0,122010,52.9208,-114.359,1850,8482,2,58,13.342303402904738,5.5,36,0.23788093095023788,False,True,False,False,False
6762816188,49,4,2.5,2620,7553,0,0,3,8,2620,0,1996,0,122053,52.7601,-114.37,2620,11884,2,77,13.312985389904174,6.5,29,0.3468820336290216,False,True,False,False,False
6762816291,49,2,1.0,1040,3600,0,0,4,7,1040,0,1919,1980,122047,52.849,-114.501,2250,4800,1,70,13.304686600863562,3.0,106,0.28888888888888886,False,False,False,False,False
6762816468,49,3,2.75,3290,22649,0,0,4,8,3290,0,1993,0,122053,52.7541,-114.383,2750,6119,2,74,13.296318365198623,5.75,32,0.14526027639189368,False,True,False,False,False
6762816651,49,3,3.5,1890,1710,0,0,3,8,1640,250,1999,0,122028,52.8892,-114.539,1680,1562,1,71,13.283132677192315,6.5,26,1.105263157894737,False,True,False,False,False
6762817191,49,4,2.75,3260,4900,0,0,3,9,3260,0,2013,0,122015,52.7112,-114.313,3260,6132,1,79,13.244582780038517,6.75,12,0.6653061224489796,False,True,False,False,False
6762817794,49,5,2.5,2200,4080,0,0,5,7,1420,780,1916,0,122028,52.9172,-114.54,1300,4080,2,59,13.212205909556012,7.5,109,0.5392156862745098,True,False,False,False,False
6762818423,49,3,2.25,1750,1879,0,0,3,8,1750,0,2001,0,122026,52.9022,-114.581,1750,3155,2,53,13.171155446333852,5.25,24,0.9313464608834486,False,False,False,True,False
6762818836,49,4,1.0,1360,6000,0,0,3,7,1360,0,1917,0,122006,52.9154,-114.478,1710,6000,3,60,13.14510481940612,5.0,108,0.22666666666666666,True,False,False,False,False
6762819568,49,4,2.0,2120,11479,0,0,4,7,1060,1060,1940,0,122022,52.9384,-114.493,1540,11000,2,76,13.100119813444692,6.0,85,0.18468507709730814,False,False,False,False,False
6762819580,49,4,2.25,2170,9665,0,0,4,8,1300,870,1976,0,122027,52.7744,-114.355,2170,12054,2,79,13.099710732663944,6.25,49,0.22452146921883084,False,False,False,False,False
6762819727,49,4,3.0,1630,6250,0,0,5,7,1110,520,1990,0,122022,52.9468,-114.498,1630,8082,2,54,13.08673827229789,7.0,35,0.2608,False,False,False,False,False
6762819771,49,4,1.0,2080,5500,0,0,3,7,1040,1040,1941,0,122007,52.9138,-114.576,1280,4000,1,51,13.081543466215237,5.0,84,0.3781818181818182,False,False,False,False,False
6762819894,49,3,1.75,1780,8085,0,0,3,7,1210,570,1976,0,122017,52.9657,-114.387,1780,8085,3,58,13.07527386630434,4.75,49,0.22016079158936303,False,False,False,False,False
6762820558,49,3,2.5,1870,5013,0,0,3,8,1870,0,2003,0,122017,52.9852,-114.411,2040,5555,1,73,13.034626646500051,5.5,22,0.3730301216836226,False,True,False,False,False
6762820592,49,3,1.5,1440,28516,0,0,4,7,1440,0,1975,0,122020,52.8129,-114.195,2080,27049,2,79,13.030250281476574,4.5,50,0.05049796605414504,False,False,False,False,False
6762820617,49,3,2.25,1470,4653,0,0,4,7,1470,0,1985,0,122011,52.7967,-114.208,1560,4119,2,78,13.02805489573287,5.25,40,0.3159252095422308,False,True,False,False,False
6762820618,49,4,2.25,2450,21000,0,2,4,8,1650,800,1954,0,122031,52.6859,-114.534,1820,12480,1,52,13.02805489573287,6.25,71,0.11666666666666667,False,False,False,False,False
6762820785,49,3,2.0,1430,3480,0,0,3,7,980,450,1947,0,122028,52.9174,-114.526,1450,4650,1,50,13.017005083966255,5.0,78,0.4109195402298851,False,False,False,False,False
6762820995,49,4,2.5,2510,6853,0,2,3,9,2510,0,2006,0,122024,52.5847,-114.193,3400,6965,1,63,13.012550743537489,6.5,19,0.36626295053261343,False,True,False,False,False
6762821137,49,4,2.5,2040,21781,0,0,3,8,2040,0,1994,0,122041,52.8758,-114.094,2410,21781,2,53,13.002455335520661,6.5,31,0.09365961158808135,False,True,False,False,False
6762821191,49,3,2.75,1910,7280,0,0,3,7,1160,750,1979,0,122033,52.9619,-114.414,1710,8152,2,63,12.996802422000108,5.75,46,0.2623626373626374,False,False,False,False,False
6762821420,49,5,3.0,3110,12429,0,0,3,8,1790,1320,1977,0,122017,52.9763,-114.403,3050,11902,3,60,12.986545945209913,8.0,48,0.2502212567382734,False,False,False,False,False
6762821847,49,3,2.5,2540,5612,0,0,3,9,2540,0,1999,0,122015,52.7265,-114.347,2380,6303,1,64,12.959846800844963,5.5,26,0.45260156806842483,False,True,False,False,False
6762821848,49,3,2.25,1790,10209,0,0,3,7,1290,500,1967,0,122021,52.9792,-114.276,1840,9900,2,55,12.959846800844963,5.25,58,0.175335488294642,False,False,False,False,False
6762822063,49,5,2.75,2280,10319,0,0,3,8,1300,980,1959,0,122050,52.9866,-114.553,2370,8056,3,74,12.948012371209098,7.75,66,0.22095164260102723,False,False,False,False,False
6762822064,49,5,3.0,2630,3149,0,0,3,8,1670,960,2013,0,122053,52.7365,-114.361,2240,4825,3,67,12.948012371209098,8.0,12,0.8351857732613528,False,True,False,False,False
6762822415,49,2,1.0,1260,3960,0,0,3,6,690,570,1925,0,122007,52.9199,-114.581,1250,3960,2,59,12.928781055513184,3.0,100,0.3181818181818182,False,False,False,False,False
6762822636,49,3,1.0,1460,10000,0,0,3,7,1460,0,2002,0,122019,52.8514,-114.253,1910,10000,2,80,12.91164481522143,4.0,23,0.146,True,False,False,False,False
6762822815,49,3,1.0,1430,10005,0,0,4,7,1430,0,1950,0,122038,52.9481,-114.528,1720,8822,3,70,12.899222326086994,4.0,75,0.14292853573213393,True,False,False,False,False
6762822816,49,4,1.75,2670,189486,0,4,3,8,2670,0,1972,0,122023,52.4885,-114.251,2190,218610,1,59,12.899222326086994,5.75,53,0.014090750767866755,False,True,False,False,False
6762822817,49,4,2.25,2420,7927,0,0,4,7,1400,1020,1973,0,122038,52.9883,-114.533,2120,7693,2,57,12.899222326086994,6.25,52,0.30528573230730416,False,False,False,False,False
6762823059,49,4,2.5,2320,11717,0,0,3,8,2320,0,1997,0,122025,52.714,-113.97,2320,9714,2,70,12.891694078557842,6.5,28,0.19800290176666382,False,True,False,False,False
6762823108,49,3,1.0,1500,4000,0,0,3,6,900,600,1925,0,122007,52.9221,-114.57,950,4000,3,65,12.886643575525625,4.0,100,0.375,False,False,False,False,False
6762823255,49,3,1.0,1160,3750,0,0,3,7,1160,0,1910,0,122034,52.7952,-114.549,1530,3750,1,55,12.873904582205107,4.0,115,0.30933333333333335,True,False,False,False,False
6762823636,49,3,1.5,1520,4288,0,0,3,7,1020,500,1949,0,122016,52.7584,-114.577,1660,4288,3,74,12.847929163278053,4.5,76,0.35447761194029853,False,False,False,False,False
6762823778,49,4,2.5,1890,12236,0,0,3,7,1230,660,1978,0,122025,52.6791,-113.97,1390,11360,2,77,12.84265212010087,6.5,47,0.15446224256292906,False,False,False,False,False
6762824035,49,4,2.5,2550,4770,0,0,3,8,2550,0,2005,0,122024,52.5826,-114.19,2380,4590,2,68,12.82396003700373,6.5,20,0.5345911949685535,False,True,False,False,False
6762824503,49,3,2.25,1940,11612,0,0,4,8,1100,840,1981,0,122063,52.7318,-114.42,2180,8954,3,58,12.793723190057223,5.25,44,0.1670685497760937,False,False,False,False,False
6762824520,49,5,2.25,2290,7420,0,0,3,7,1290,1000,1973,0,122046,52.6675,-114.356,1660,7526,2,62,12.79358427261286,7.25,52,0.3086253369272237,False,False,False,False,False
6762824642,49,4,2.5,2040,8265,0,0,3,7,2040,0,1996,0,122052,52.7273,-114.531,2160,8265,1,53,12.779875885354993,6.5,29,0.24682395644283123,False,True,False,False,False
6762824643,49,2,1.0,1240,10800,0,1,3,6,1000,240,1943,0,122069,52.7326,-114.655,2140,20059,1,64,12.779875885354993,3.0,82,0.11481481481481481,False,False,False,False,False
6762825319,49,3,1.75,1880,11249,0,0,3,7,1330,550,1985,0,122039,52.5595,-114.447,1870,14547,1,80,12.73670383776449,4.75,40,0.16712596675260022,False,False,False,False,False
6762825417,49,3,2.5,2570,4600,0,0,3,8,2570,0,2014,0,122023,52.4882,-114.386,2570,5000,2,75,12.736674425653757,5.5,11,0.558695652173913,False,True,False,False,False
6762825502,49,4,3.0,2240,8504,0,0,3,7,2240,0,1992,0,122014,52.9648,-114.485,1570,8460,3,54,12.727841176689147,7.0,33,0.2634054562558796,False,True,False,False,False
6762825721,49,3,2.0,1510,7884,0,0,3,6,1510,0,1942,2014,122031,52.6983,-114.538,1050,7620,2,68,12.712893259942282,5.0,83,0.1915271435819381,False,False,False,False,False
6762825764,49,3,2.25,1860,11227,0,0,3,7,1860,0,1995,0,122024,52.6179,-114.221,1820,8800,3,52,12.706850963741102,5.25,30,0.16567204061637125,False,True,False,False,False
6762825871,49,3,2.5,1820,8085,0,0,3,7,1820,0,1983,0,122042,52.6875,-114.394,1860,8625,2,75,12.706699437569211,5.5,42,0.22510822510822512,False,True,False,False,False
6762826009,49,2,1.0,840,4239,0,0,3,7,840,0,1948,0,122064,52.7619,-114.572,1120,4494,3,73,12.691583538230217,3.0,77,0.19815994338287332,False,False,False,False,False
6762827510,49,3,1.5,1860,60960,0,0,4,7,1140,720,1967,0,122035,52.6096,-114.292,2170,82764,3,75,12.581081982573842,4.5,58,0.03051181102362205,False,False,False,False,False
6762827880,49,4,2.0,1890,6302,0,0,3,7,1890,0,1997,0,122065,52.6146,-114.395,1690,5369,3,73,12.549665896013254,6.0,28,0.2999047921294827,False,True,False,False,False
6762827932,49,3,2.0,1470,8089,0,0,3,7,1470,0,1987,0,122043,52.6178,-114.506,1530,7721,1,60,12.54254845357358,5.0,38,0.18172827296328348,False,False,False,False,False
6762828051,49,4,2.0,2200,7700,0,0,3,7,1100,1100,1979,0,122046,52.694,-114.37,1790,7700,2,58,12.53897064502647,6.0,46,0.2857142857142857,False,False,False,False,False
6762828702,49,4,1.0,1810,7500,0,0,2,7,1410,400,1959,0,122056,52.7235,-114.523,1250,6255,3,54,12.487300182210822,5.0,66,0.24133333333333334,False,False,False,False,False
6762829210,49,1,1.0,800,16306,0,0,2,6,680,120,1931,0,122056,52.7216,-114.498,1270,8666,1,53,12.429220196836383,2.0,94,0.04906169508156507,False,False,False,False,False
6762829463,49,1,0.75,380,15000,0,0,3,5,380,0,1963,0,122056,52.711,-114.513,1170,15000,2,56,12.409017571151187,1.75,62,0.025333333333333333,False,False,False,False,False
6762829763,49,3,1.0,1300,8160,0,0,4,7,1300,0,1960,0,122053,52.741,-114.362,1290,8970,1,76,12.37581963951765,4.0,65,0.15931372549019607,False,False,False,False,False
6762830363,49,2,2.0,1310,2841,0,0,3,6,1310,0,2004,0,122024,52.5802,-114.212,1360,2550,3,55,12.292254928916668,4.0,21,0.4611052446321718,False,True,False,False,False
6762830420,49,4,2.5,1960,11600,0,0,5,6,980,980,1931,0,122072,52.5198,-114.412,1160,7685,3,54,12.278397958261774,6.5,94,0.16896551724137931,False,False,False,False,False
6762830545,49,2,2.0,1680,5756,0,0,4,7,1680,0,1910,0,122072,52.5365,-114.412,1340,5447,3,67,12.25486757159303,4.0,115,0.2918693537178596,False,True,False,False,False
6762830685,49,3,1.0,960,7314,0,0,5,6,960,0,1960,0,122072,52.5191,-114.411,990,7314,1,75,12.230770136157428,4.0,65,0.13125512715340443,False,False,False,False,False
